Date,Exercise,Reps,Weight(kg),Duration(s),Distance(m),Incline,Resistance,isWarmup,Note,multiplier
2021-01-07 23:13:28 +0000,Barbell Bench Press, 10,56.69911367945497,0.0,0.0,0.0,0.0,false,, 1.0
2021-01-07 23:13:28 +0000,Barbell Bench Press, 10,56.69911367945497,0.0,0.0,0.0,0.0,false,, 1.0
2021-01-07 23:13:28 +0000,Barbell Hip Thrust, 10,20.41168092460379,0.0,0.0,0.0,0.0,true,, 1.0
2021-01-07 23:13:28 +0000,Barbell Hip Thrust, 10,29.483539113316585,0.0,0.0,0.0,0.0,false,, 1.0
2021-01-07 23:13:28 +0000,Barbell Hip Thrust, 10,29.483539113316585,0.0,0.0,0.0,0.0,false,, 1.0
2021-01-07 23:13:28 +0000,Barbell Hip Thrust, 10,29.483539113316585,0.0,0.0,0.0,0.0,false,, 1.0
2021-01-07 23:13:28 +0000,Barbell Hip Thrust, 10,29.483539113316585,0.0,0.0,0.0,0.0,false,, 1.0
2021-01-07 23:13:28 +0000,Single Leg Kickback, 31,0.0,0.0,0.0,0.0,0.0,false,, 2.0
2021-01-07 23:13:28 +0000,Single Leg Kickback, 31,0.0,0.0,0.0,0.0,0.0,false,, 2.0
2021-01-07 23:13:28 +0000,Single Leg Kickback, 31,0.0,0.0,0.0,0.0,0.0,false,, 2.0
2021-01-07 23:13:28 +0000,Single Leg Kickback, 31,0.0,0.0,0.0,0.0,0.0,false,, 2.0
2021-01-07 23:13:28 +0000,Hammer Curls, 11,9.071858188712795,0.0,0.0,0.0,0.0,false,, 2.0
2021-01-07 23:13:28 +0000,Hammer Curls, 11,9.071858188712795,0.0,0.0,0.0,0.0,false,, 2.0
2021-01-07 23:13:28 +0000,Hammer Curls, 11,9.071858188712795,0.0,0.0,0.0,0.0,false,, 2.0
2021-01-07 23:13:28 +0000,Hammer Curls, 11,9.071858188712795,0.0,0.0,0.0,0.0,false,, 2.0
2021-01-07 23:13:28 +0000,Dumbbell Decline Fly, 10,9.071858188712795,0.0,0.0,0.0,0.0,false,, 2.0
2021-01-07 23:13:28 +0000,Dumbbell Decline Fly, 10,9.071858188712795,0.0,0.0,0.0,0.0,false,, 2.0
2021-01-07 23:13:28 +0000,Dumbbell Decline Fly, 10,9.071858188712795,0.0,0.0,0.0,0.0,false,, 2.0
2021-01-07 23:13:28 +0000,Dumbbell Decline Fly, 10,9.071858188712795,0.0,0.0,0.0,0.0,false,, 2.0
2021-01-07 23:13:28 +0000,Stiff-Legged Barbell Good Morning, 15,20.41168092460379,0.0,0.0,0.0,0.0,false,, 1.0
2021-01-07 23:13:28 +0000,Stiff-Legged Barbell Good Morning, 15,20.41168092460379,0.0,0.0,0.0,0.0,false,, 1.0
2021-01-05 23:08:59 +0000,Dumbbell Front Raise, 4,6.8038936415345965,0.0,0.0,0.0,0.0,false,, 2.0
2021-01-05 23:08:59 +0000,Dumbbell Front Raise, 4,9.071858188712795,0.0,0.0,0.0,0.0,false,, 2.0
2021-01-05 23:08:59 +0000,Dumbbell Front Raise, 5,10.205840462301895,0.0,0.0,0.0,0.0,false,, 2.0
2021-01-05 23:08:59 +0000,Dumbbell Front Raise, 5,10.205840462301895,0.0,0.0,0.0,0.0,false,, 2.0
2021-01-05 23:08:59 +0000,Lat Pulldown, 8,24.947610018960187,0.0,0.0,0.0,0.0,true,, 1.0
2021-01-05 23:08:59 +0000,Lat Pulldown, 8,40.82336184920758,0.0,0.0,0.0,0.0,false,, 1.0
2021-01-05 23:08:59 +0000,Lat Pulldown, 8,40.82336184920758,0.0,0.0,0.0,0.0,false,, 1.0
2021-01-05 23:08:59 +0000,Lat Pulldown, 8,40.82336184920758,0.0,0.0,0.0,0.0,false,, 1.0
2021-01-05 23:08:59 +0000,Lat Pulldown, 8,40.82336184920758,0.0,0.0,0.0,0.0,false,, 1.0
2021-01-05 23:08:59 +0000,Lat Pulldown, 8,40.82336184920758,0.0,0.0,0.0,0.0,false,, 1.0
2021-01-05 23:08:59 +0000,Deadlift, 8,20.41168092460379,0.0,0.0,0.0,0.0,true,, 1.0
2021-01-05 23:08:59 +0000,Deadlift, 15,27.215574566138386,0.0,0.0,0.0,0.0,false,, 1.0
2021-01-05 23:08:59 +0000,Deadlift, 15,27.215574566138386,0.0,0.0,0.0,0.0,false,, 1.0
2021-01-05 23:08:59 +0000,Deadlift, 15,27.215574566138386,0.0,0.0,0.0,0.0,false,, 1.0
2021-01-05 23:08:59 +0000,Good Morning, 15,20.41168092460379,0.0,0.0,0.0,0.0,false,, 1.0
